num_nodes,num_edges
2449029,46192
2449029,227166
2449029,9981
2449029,45975
2449029,228113
2449029,9976
2449029,45622
2449029,221868
2449029,10024
2449029,47132
2449029,233871
2449029,9993
2449029,45643
2449029,223970
2449029,9935
2449029,47022
2449029,236252
2449029,10047
2449029,45740
2449029,228577
2449029,9989
2449029,45362
2449029,222601
2449029,9991
2449029,45339
2449029,220494
2449029,10008
2449029,45907
2449029,224424
2449029,9945
2449029,46290
2449029,227754
2449029,10011
2449029,46539
2449029,228761
2449029,9941
2449029,46304
2449029,227508
2449029,10044
2449029,46128
2449029,227152
2449029,9961
2449029,45854
2449029,223711
2449029,9928
2449029,46073
2449029,224850
2449029,9966
2449029,45517
2449029,224282
2449029,10010
2449029,46035
2449029,226322
2449029,9909
2449029,46994
2449029,231550
2449029,9974
2449029,47039
2449029,231724
2449029,10001
2449029,45265
2449029,220070
2449029,9892
2449029,47478
2449029,232741
2449029,9988
2449029,46264
2449029,226233
2449029,10004
2449029,46149
2449029,224731
2449029,9990
2449029,46033
2449029,227596
2449029,9995
2449029,45701
2449029,223478
2449029,9981
2449029,46163
2449029,226706
2449029,10022
2449029,44386
2449029,214162
2449029,3969
2449029,18530
2449029,97233
2449029,690736
2449029,720649
2449029,701768
2449029,697509
2449029,694950
2449029,703911
2449029,707099
2449029,699213
2449029,701370
2449029,709925
2449029,687727
2449029,693626
2449029,683079
2449029,696348
2449029,724954
2449029,727210
2449029,682773
2449029,701979
2449029,718032
2449029,719896
2449029,718844
2449029,704264
2449029,708131
2449029,669426
2449029,716053
2449029,693949
2449029,702370
2449029,710041
2449029,702528
2449029,697414
2449029,700522
2449029,685371
2449029,687549
2449029,713688
2449029,712772
2449029,702407
2449029,726937
2449029,707591
2449029,682506
2449029,706927
2449029,716837
2449029,678577
2449029,690407
2449029,712528
2449029,705235
2449029,719024
2449029,698725
2449029,683950
2449029,381084
2449029,387862
2449029,377256
2449029,378459
2449029,375840
2449029,383473
2449029,370910
2449029,380156
2449029,378108
2449029,285918
2449029,154611
2449029,156580
2449029,159046
2449029,161291
2449029,161367
2449029,159815
2449029,156396
2449029,159484
2449029,154545
2449029,159403
2449029,160894
2449029,163788
2449029,172120
2449029,154935
2449029,158957
2449029,151307
2449029,156510
2449029,158838
2449029,152665
2449029,160310
2449029,162924
2449029,158951
2449029,156910
2449029,162228
2449029,159007
2449029,156205
2449029,155138
2449029,155281
2449029,161185
2449029,158964
2449029,158422
2449029,158687
2449029,158215
2449029,161185
2449029,153264
2449029,160708
2449029,159493
2449029,164243
2449029,157226
2449029,156322
2449029,166957
2449029,157961
2449029,164696
2449029,159457
2449029,162765
2449029,163366
2449029,158755
2449029,160037
2449029,154370
2449029,164485
2449029,162930
2449029,156575
2449029,164179
2449029,159157
2449029,157767
2449029,161444
2449029,166859
2449029,162941
2449029,153835
2449029,158710
2449029,158497
2449029,155402
2449029,154564
2449029,160846
2449029,164803
2449029,156506
2449029,159676
2449029,154474
2449029,159199
2449029,158861
2449029,155414
2449029,160811
2449029,157120
2449029,160701
2449029,166954
2449029,157659
2449029,157591
2449029,156923
2449029,157465
2449029,158776
2449029,159194
2449029,155047
2449029,157625
2449029,156837
2449029,160045
2449029,153460
2449029,167438
2449029,152955
2449029,159008
2449029,160015
2449029,158568
2449029,159965
2449029,158090
2449029,156185
2449029,155457
2449029,163043
2449029,165825
2449029,158239
2449029,157103
2449029,155048
2449029,162379
2449029,163323
2449029,160877
2449029,158123
2449029,163999
2449029,164423
2449029,162903
2449029,166625
2449029,154339
2449029,159551
2449029,159963
2449029,166477
2449029,156114
2449029,156422
2449029,159773
2449029,163199
2449029,163637
2449029,158654
2449029,160979
2449029,158919
2449029,156324
2449029,158152
2449029,164999
2449029,160518
2449029,166418
2449029,166528
2449029,165824
2449029,164723
2449029,158260
2449029,152089
2449029,158568
2449029,152422
2449029,158460
2449029,159305
2449029,157337
2449029,155557
2449029,159308
2449029,160708
2449029,152018
2449029,159146
2449029,156736
2449029,159518
2449029,161418
2449029,157655
2449029,165798
2449029,158758
2449029,166070
2449029,157917
2449029,158221
2449029,156204
2449029,163928
2449029,160362
2449029,161722
2449029,161844
2449029,163254
2449029,166645
2449029,158701
2449029,158673
2449029,163927
2449029,163141
2449029,161100
2449029,162013
2449029,160926
2449029,160679
2449029,166441
2449029,163748
2449029,163095
2449029,159987
2449029,157256
2449029,157787
2449029,165794
2449029,158629
2449029,164480
2449029,163643
2449029,162743
2449029,164232
2449029,161919
2449029,157955
2449029,156660
2449029,157230
2449029,159189
2449029,150749
2449029,165919
2449029,162056
2449029,156176
2449029,157040
2449029,157876
2449029,153544
2449029,173186
2449029,166067
2449029,157600
2449029,162052
2449029,157866
2449029,158706
2449029,159992
2449029,154514
2449029,166093
2449029,158056
2449029,156443
2449029,156449
2449029,159424
2449029,157580
2449029,159574
2449029,159316
2449029,155880
2449029,155336
2449029,160145
2449029,161790
2449029,162599
2449029,165128
2449029,158052
2449029,157567
2449029,161660
2449029,159982
2449029,165201
2449029,162908
2449029,154064
2449029,160146
2449029,154392
2449029,158914
2449029,157845
2449029,167840
2449029,162676
2449029,160254
2449029,156304
2449029,159723
2449029,156868
2449029,159902
2449029,160504
2449029,160544
2449029,160506
2449029,160018
2449029,158393
2449029,156112
2449029,151096
2449029,159094
2449029,160267
2449029,162103
2449029,163348
2449029,159511
2449029,165223
2449029,151218
2449029,160880
2449029,163710
2449029,163069
2449029,159650
2449029,159851
2449029,160478
2449029,165762
2449029,159266
2449029,162200
2449029,163803
2449029,153336
2449029,159591
2449029,157024
2449029,163121
2449029,161546
2449029,154446
2449029,156316
2449029,159638
2449029,156357
2449029,157449
2449029,159271
2449029,159371
2449029,165372
2449029,162036
2449029,165609
2449029,163894
2449029,155236
2449029,160185
2449029,162494
2449029,160519
2449029,165763
2449029,156951
2449029,155814
2449029,159201
2449029,150004
2449029,156355
2449029,163696
2449029,161705
2449029,161615
2449029,161668
2449029,168277
2449029,157213
2449029,165795
2449029,162146
2449029,154902
2449029,159466
2449029,166098
2449029,157881
2449029,154176
2449029,162018
2449029,159980
2449029,156810
2449029,165044
2449029,163265
2449029,152449
2449029,156799
2449029,165302
2449029,159418
2449029,166852
2449029,154153
2449029,163349
2449029,161523
2449029,154568
2449029,159200
2449029,155629
2449029,166659
2449029,159979
2449029,155372
2449029,159687
2449029,161336
2449029,167886
2449029,153187
2449029,155392
2449029,155475
2449029,161316
2449029,149595
2449029,158198
2449029,165529
2449029,161850
2449029,158749
2449029,154066
2449029,151440
2449029,163032
2449029,155882
2449029,161608
2449029,161819
2449029,156733
2449029,158265
2449029,162748
2449029,154131
2449029,162972
2449029,157387
2449029,168199
2449029,157666
2449029,152265
2449029,157243
2449029,161594
2449029,165756
2449029,153791
2449029,162430
2449029,160594
2449029,158773
2449029,157888
2449029,155501
2449029,156354
2449029,156023
2449029,157062
2449029,157675
2449029,160677
2449029,154742
2449029,153252
2449029,157561
2449029,151585
2449029,165167
2449029,161920
2449029,156427
2449029,165353
2449029,159770
2449029,155521
2449029,162822
2449029,157116
2449029,158938
2449029,157719
2449029,158717
2449029,159836
2449029,159277
2449029,157739
2449029,162075
2449029,156738
2449029,160040
2449029,157945
2449029,160093
2449029,171148
2449029,161586
2449029,155294
2449029,160409
2449029,160482
2449029,163425
2449029,165246
2449029,162532
2449029,169969
2449029,160777
2449029,166120
2449029,155294
2449029,155313
2449029,156340
2449029,172736
2449029,167470
2449029,159207
2449029,163968
2449029,159356
2449029,159181
2449029,162055
2449029,161860
2449029,159868
2449029,164252
2449029,169224
2449029,159309
2449029,169991
2449029,161482
2449029,167259
2449029,163201
2449029,162117
2449029,159043
2449029,157541
2449029,154258
2449029,159188
2449029,160290
2449029,157096
2449029,171083
2449029,158250
2449029,161114
2449029,161371
2449029,155971
2449029,154941
2449029,161130
2449029,164993
2449029,163784
2449029,154847
2449029,162298
2449029,155870
2449029,158595
2449029,159037
2449029,154584
2449029,154564
2449029,159703
2449029,161990
2449029,161705
2449029,162799
2449029,155027
2449029,154256
2449029,155400
2449029,162238
2449029,165794
2449029,165988
2449029,152698
2449029,159934
2449029,170974
2449029,171368
2449029,160350
2449029,164862
2449029,157922
2449029,163581
2449029,157281
2449029,162221
2449029,159999
2449029,164297
2449029,159173
2449029,155089
2449029,161074
2449029,163408
2449029,155116
2449029,161642
2449029,159743
2449029,157916
2449029,160122
2449029,158760
2449029,165957
2449029,162712
2449029,170401
2449029,158279
2449029,159732
2449029,159202
2449029,162096
2449029,152007
2449029,158297
2449029,162162
2449029,166861
2449029,165374
2449029,157894
2449029,162343
2449029,159014
2449029,161129
2449029,152624
2449029,152400
2449029,155386
2449029,158913
2449029,160347
2449029,162128
2449029,162437
2449029,157810
2449029,153831
2449029,161214
2449029,158573
2449029,157211
2449029,150128
2449029,156487
2449029,158582
2449029,159492
2449029,162397
2449029,160304
2449029,168876
2449029,162658
2449029,156596
2449029,159114
2449029,151454
2449029,166038
2449029,156450
2449029,160867
2449029,159467
2449029,158887
2449029,157328
2449029,160718
2449029,155903
2449029,167145
2449029,159603
2449029,161750
2449029,155287
2449029,159673
2449029,158601
2449029,160550
2449029,162431
2449029,158338
2449029,160235
2449029,162566
2449029,166506
2449029,161351
2449029,159457
2449029,160989
2449029,163757
2449029,153665
2449029,154917
2449029,160325
2449029,160279
2449029,157253
2449029,158130
2449029,159554
2449029,159221
2449029,162973
2449029,158247
2449029,158509
2449029,151475
2449029,154152
2449029,165308
2449029,165161
2449029,155164
2449029,164859
2449029,142138
2449029,690736
2449029,720649
2449029,701768
2449029,697509
2449029,694950
2449029,703911
2449029,707099
2449029,699213
2449029,701370
2449029,709925
2449029,687727
2449029,693626
2449029,683079
2449029,696348
2449029,724954
2449029,727210
2449029,682773
2449029,701979
2449029,718032
2449029,719896
2449029,718844
2449029,704264
2449029,708131
2449029,669426
2449029,716053
2449029,693949
2449029,702370
2449029,710041
2449029,702528
2449029,697414
2449029,700522
2449029,685371
2449029,687549
2449029,713688
2449029,712772
2449029,702407
2449029,726937
2449029,707591
2449029,682506
2449029,706927
2449029,716837
2449029,678577
2449029,690407
2449029,712528
2449029,705235
2449029,719024
2449029,698725
2449029,683950
2449029,381084
2449029,387862
2449029,377256
2449029,378459
2449029,375840
2449029,383473
2449029,370910
2449029,380156
2449029,378108
2449029,285918
2449029,154611
2449029,156580
2449029,159046
2449029,161291
2449029,161367
2449029,159815
2449029,156396
2449029,159484
2449029,154545
2449029,159403
2449029,160894
2449029,163788
2449029,172120
2449029,154935
2449029,158957
2449029,151307
2449029,156510
2449029,158838
2449029,152665
2449029,160310
2449029,162924
2449029,158951
2449029,156910
2449029,162228
2449029,159007
2449029,156205
2449029,155138
2449029,155281
2449029,161185
2449029,158964
2449029,158422
2449029,158687
2449029,158215
2449029,161185
2449029,153264
2449029,160708
2449029,159493
2449029,164243
2449029,157226
2449029,156322
2449029,166957
2449029,157961
2449029,164696
2449029,159457
2449029,162765
2449029,163366
2449029,158755
2449029,160037
2449029,154370
2449029,164485
2449029,162930
2449029,156575
2449029,164179
2449029,159157
2449029,157767
2449029,161444
2449029,166859
2449029,162941
2449029,153835
2449029,158710
2449029,158497
2449029,155402
2449029,154564
2449029,160846
2449029,164803
2449029,156506
2449029,159676
2449029,154474
2449029,159199
2449029,158861
2449029,155414
2449029,160811
2449029,157120
2449029,160701
2449029,166954
2449029,157659
2449029,157591
2449029,156923
2449029,157465
2449029,158776
2449029,159194
2449029,155047
2449029,157625
2449029,156837
2449029,160045
2449029,153460
2449029,167438
2449029,152955
2449029,159008
2449029,160015
2449029,158568
2449029,159965
2449029,158090
2449029,156185
2449029,155457
2449029,163043
2449029,165825
2449029,158239
2449029,157103
2449029,155048
2449029,162379
2449029,163323
2449029,160877
2449029,158123
2449029,163999
2449029,164423
2449029,162903
2449029,166625
2449029,154339
2449029,159551
2449029,159963
2449029,166477
2449029,156114
2449029,156422
2449029,159773
2449029,163199
2449029,163637
2449029,158654
2449029,160979
2449029,158919
2449029,156324
2449029,158152
2449029,164999
2449029,160518
2449029,166418
2449029,166528
2449029,165824
2449029,164723
2449029,158260
2449029,152089
2449029,158568
2449029,152422
2449029,158460
2449029,159305
2449029,157337
2449029,155557
2449029,159308
2449029,160708
2449029,152018
2449029,159146
2449029,156736
2449029,159518
2449029,161418
2449029,157655
2449029,165798
2449029,158758
2449029,166070
2449029,157917
2449029,158221
2449029,156204
2449029,163928
2449029,160362
2449029,161722
2449029,161844
2449029,163254
2449029,166645
2449029,158701
2449029,158673
2449029,163927
2449029,163141
2449029,161100
2449029,162013
2449029,160926
2449029,160679
2449029,166441
2449029,163748
2449029,163095
2449029,159987
2449029,157256
2449029,157787
2449029,165794
2449029,158629
2449029,164480
2449029,163643
2449029,162743
2449029,164232
2449029,161919
2449029,157955
2449029,156660
2449029,157230
2449029,159189
2449029,150749
2449029,165919
2449029,162056
2449029,156176
2449029,157040
2449029,157876
2449029,153544
2449029,173186
2449029,166067
2449029,157600
2449029,162052
2449029,157866
2449029,158706
2449029,159992
2449029,154514
2449029,166093
2449029,158056
2449029,156443
2449029,156449
2449029,159424
2449029,157580
2449029,159574
2449029,159316
2449029,155880
2449029,155336
2449029,160145
2449029,161790
2449029,162599
2449029,165128
2449029,158052
2449029,157567
2449029,161660
2449029,159982
2449029,165201
2449029,162908
2449029,154064
2449029,160146
2449029,154392
2449029,158914
2449029,157845
2449029,167840
2449029,162676
2449029,160254
2449029,156304
2449029,159723
2449029,156868
2449029,159902
2449029,160504
2449029,160544
2449029,160506
2449029,160018
2449029,158393
2449029,156112
2449029,151096
2449029,159094
2449029,160267
2449029,162103
2449029,163348
2449029,159511
2449029,165223
2449029,151218
2449029,160880
2449029,163710
2449029,163069
2449029,159650
2449029,159851
2449029,160478
2449029,165762
2449029,159266
2449029,162200
2449029,163803
2449029,153336
2449029,159591
2449029,157024
2449029,163121
2449029,161546
2449029,154446
2449029,156316
2449029,159638
2449029,156357
2449029,157449
2449029,159271
2449029,159371
2449029,165372
2449029,162036
2449029,165609
2449029,163894
2449029,155236
2449029,160185
2449029,162494
2449029,160519
2449029,165763
2449029,156951
2449029,155814
2449029,159201
2449029,150004
2449029,156355
2449029,163696
2449029,161705
2449029,161615
2449029,161668
2449029,168277
2449029,157213
2449029,165795
2449029,162146
2449029,154902
2449029,159466
2449029,166098
2449029,157881
2449029,154176
2449029,162018
2449029,159980
2449029,156810
2449029,165044
2449029,163265
2449029,152449
2449029,156799
2449029,165302
2449029,159418
2449029,166852
2449029,154153
2449029,163349
2449029,161523
2449029,154568
2449029,159200
2449029,155629
2449029,166659
2449029,159979
2449029,155372
2449029,159687
2449029,161336
2449029,167886
2449029,153187
2449029,155392
2449029,155475
2449029,161316
2449029,149595
2449029,158198
2449029,165529
2449029,161850
2449029,158749
2449029,154066
2449029,151440
2449029,163032
2449029,155882
2449029,161608
2449029,161819
2449029,156733
2449029,158265
2449029,162748
2449029,154131
2449029,162972
2449029,157387
2449029,168199
2449029,157666
2449029,152265
2449029,157243
2449029,161594
2449029,165756
2449029,153791
2449029,162430
2449029,160594
2449029,158773
2449029,157888
2449029,155501
2449029,156354
2449029,156023
2449029,157062
2449029,157675
2449029,160677
2449029,154742
2449029,153252
2449029,157561
2449029,151585
2449029,165167
2449029,161920
2449029,156427
2449029,165353
2449029,159770
2449029,155521
2449029,162822
2449029,157116
2449029,158938
2449029,157719
2449029,158717
2449029,159836
2449029,159277
2449029,157739
2449029,162075
2449029,156738
2449029,160040
2449029,157945
2449029,160093
2449029,171148
2449029,161586
2449029,155294
2449029,160409
2449029,160482
2449029,163425
2449029,165246
2449029,162532
2449029,169969
2449029,160777
2449029,166120
2449029,155294
2449029,155313
2449029,156340
2449029,172736
2449029,167470
2449029,159207
2449029,163968
2449029,159356
2449029,159181
2449029,162055
2449029,161860
2449029,159868
2449029,164252
2449029,169224
2449029,159309
2449029,169991
2449029,161482
2449029,167259
2449029,163201
2449029,162117
2449029,159043
2449029,157541
2449029,154258
2449029,159188
2449029,160290
2449029,157096
2449029,171083
2449029,158250
2449029,161114
2449029,161371
2449029,155971
2449029,154941
2449029,161130
2449029,164993
2449029,163784
2449029,154847
2449029,162298
2449029,155870
2449029,158595
2449029,159037
2449029,154584
2449029,154564
2449029,159703
2449029,161990
2449029,161705
2449029,162799
2449029,155027
2449029,154256
2449029,155400
2449029,162238
2449029,165794
2449029,165988
2449029,152698
2449029,159934
2449029,170974
2449029,171368
2449029,160350
2449029,164862
2449029,157922
2449029,163581
2449029,157281
2449029,162221
2449029,159999
2449029,164297
2449029,159173
2449029,155089
2449029,161074
2449029,163408
2449029,155116
2449029,161642
2449029,159743
2449029,157916
2449029,160122
2449029,158760
2449029,165957
2449029,162712
2449029,170401
2449029,158279
2449029,159732
2449029,159202
2449029,162096
2449029,152007
2449029,158297
2449029,162162
2449029,166861
2449029,165374
2449029,157894
2449029,162343
2449029,159014
2449029,161129
2449029,152624
2449029,152400
2449029,155386
2449029,158913
2449029,160347
2449029,162128
2449029,162437
2449029,157810
2449029,153831
2449029,161214
2449029,158573
2449029,157211
2449029,150128
2449029,156487
2449029,158582
2449029,159492
2449029,162397
2449029,160304
2449029,168876
2449029,162658
2449029,156596
2449029,159114
2449029,151454
2449029,166038
2449029,156450
2449029,160867
2449029,159467
2449029,158887
2449029,157328
2449029,160718
2449029,155903
2449029,167145
2449029,159603
2449029,161750
2449029,155287
2449029,159673
2449029,158601
2449029,160550
2449029,162431
2449029,158338
2449029,160235
2449029,162566
2449029,166506
2449029,161351
2449029,159457
2449029,160989
2449029,163757
2449029,153665
2449029,154917
2449029,160325
2449029,160279
2449029,157253
2449029,158130
2449029,159554
2449029,159221
2449029,162973
2449029,158247
2449029,158509
2449029,151475
2449029,154152
2449029,165308
2449029,165161
2449029,155164
2449029,164859
2449029,142138
2449029,690736
2449029,720649
2449029,701768
2449029,697509
2449029,694950
2449029,703911
2449029,707099
2449029,699213
2449029,701370
2449029,709925
2449029,687727
2449029,693626
2449029,683079
2449029,696348
2449029,724954
2449029,727210
2449029,682773
2449029,701979
2449029,718032
2449029,719896
2449029,718844
2449029,704264
2449029,708131
2449029,669426
2449029,716053
2449029,693949
2449029,702370
2449029,710041
2449029,702528
2449029,697414
2449029,700522
2449029,685371
2449029,687549
2449029,713688
2449029,712772
2449029,702407
2449029,726937
2449029,707591
2449029,682506
2449029,706927
2449029,716837
2449029,678577
2449029,690407
2449029,712528
2449029,705235
2449029,719024
2449029,698725
2449029,683950
2449029,381084
2449029,387862
2449029,377256
2449029,378459
2449029,375840
2449029,383473
2449029,370910
2449029,380156
2449029,378108
2449029,285918
2449029,154611
2449029,156580
2449029,159046
2449029,161291
2449029,161367
2449029,159815
2449029,156396
2449029,159484
2449029,154545
2449029,159403
2449029,160894
2449029,163788
2449029,172120
2449029,154935
2449029,158957
2449029,151307
2449029,156510
2449029,158838
2449029,152665
2449029,160310
2449029,162924
2449029,158951
2449029,156910
2449029,162228
2449029,159007
2449029,156205
2449029,155138
2449029,155281
2449029,161185
2449029,158964
2449029,158422
2449029,158687
2449029,158215
2449029,161185
2449029,153264
2449029,160708
2449029,159493
2449029,164243
2449029,157226
2449029,156322
2449029,166957
2449029,157961
2449029,164696
2449029,159457
2449029,162765
2449029,163366
2449029,158755
